counter,page_link
4,https://www.booking.com/hotel/sa/stdyw-mkhss-lns-fqt-ws-wnyq-whdy.ar.html
4,https://www.booking.com/hotel/sa/grfh-qtsdyh-sgyrh.ar.html
4,https://www.booking.com/hotel/sa/krwn-syty-llshqq-lskny.ar.html
4,https://www.booking.com/hotel/sa/sils-llshqq-lmkhdwm-lhzm.ar.html
4,https://www.booking.com/hotel/sa/shqq-rfl-lmkhdwmh.ar.html
4,https://www.booking.com/hotel/sa/stwdyw-sry-llyjr.ar.html
4,https://www.booking.com/hotel/sa/shq-rdy-y-ly-mkwn-mn-grftyn-nwm-wsl-wmtbkh-7.ar.html
4,https://www.booking.com/hotel/sa/shq-skny-mkwn-mn-grftyn-nwm-wsl-wmtbkh.ar.html
4,https://www.booking.com/hotel/sa/mabaat-irqah-465-riyadh.ar.html
4,https://www.booking.com/hotel/sa/shq-mn-rb-grf-nwm-wsl-wmjls-wmtbkh-tfth-lgrf-hsb-dd-lnzl-fy-lhjz.ar.html
4,https://www.booking.com/hotel/sa/mryn-swyt-llshqq-lmkhdwm.ar.html
4,https://www.booking.com/hotel/sa/fndq-rhty-hn.ar.html
4,https://www.booking.com/hotel/sa/krm-lnkhl-llshqq-lmkhdwm.ar.html
4,https://www.booking.com/hotel/sa/rkn-zdn-llwhdt-lsknyh-1.ar.html
4,https://www.booking.com/hotel/sa/rl-llshqq-fndqy.ar.html
4,https://www.booking.com/hotel/sa/grand-regis.ar.html
4,https://www.booking.com/hotel/sa/grf-lhmdy.ar.html
4,https://www.booking.com/hotel/sa/nyw-swyt-9-llshqq-lfndqy.ar.html
4,https://www.booking.com/hotel/sa/fn-rw-h-lgrwb-llshqq-lmkhdwmh.ar.html
4,https://www.booking.com/hotel/sa/stdyw-mn-grf-whd.ar.html
4,https://www.booking.com/hotel/sa/shq-riyadh4.ar.html
4,https://www.booking.com/hotel/sa/rkn-zdn-llwhdt-lskny-3.ar.html
